Sentiment,SentimentText
negative,@MichaelAvenatti @cnn @tedlieu @Comey @ABCPolitics Somebody get Michael Cohen into witness protection b4 this disor\xe2\x8negative\xa6 https://t.co/negativeHBNHfoqif'
negative,"@ABCPolitics She's very representative of how educators live."""""""
negative,@ABCPolitics Hmm. Left hate again?  And the press and silent left look the other way.  Smh'
positive,@ABCPolitics \xe2\x8negative\x9cAttacks\xe2\x8negative\x9d? How about \xe2\x8negative\x9cHold\xe2\x8negative\x99s him accountable for his evasive answers\xe2\x8negative\x9d.'
positive,"@MichaelSapir @ABCPolitics Where ""awesome"" means ""inept clueless and embarrassing"".'"
negative,"@kwelkernbc Yes COHEN is telling the TRUTH. Why ISN'T TRUMP LETTING KUSHNER'S SUBPOENA from MUELLER BEING served.?\xe2\x8negative\xa6 https://t.co/BSPiKghjD2"""""""
negative,@ABCPolitics Bought for with stolen money Im sure.  Wish her n her crooked brother were on it and they never come back'
negative,"""@ABCPolitics Drain the swamp and replace it with the sharks.. just cut out the middle men aka lobbyists. She's unqu\xe2\x8negative\xa6 https://t.co/MQzYCRDD4C"""
positive,@ABCPolitics I\xe2\x8negative\x99m more worried about the children\xe2\x8negative\x99s access to great education she\xe2\x8negative\x99s destroying.'
positive,@ABCPolitics Make college kids debt-free kids. Tax Seniors (and others) to get the necessary funds. Perfect!'
positive,"@ABCPolitics @SarahKSilverman Your pinned tweet is Sen Menendez, who uses taxpayer dollars to buy child prostitutes\xe2\x8negative\xa6 https://t.co/dfj3onegativeNUL'"
positive,@ABCPolitics This note is titsaNdcOck for All debts public And private'
positive,"@ABCPolitics @nancydesmond3 These people are so bad at lying, yet they do it every single day. Kind of like ""April\xe2\x8negative\xa6 https://t.co/JF8luI7Q4J'"
positive,"""@ABCPolitics I'd call it a time out.  Or how about, she was put on restriction.  CNN was given the chance to replace her, and chose not to."""
positive,@ABCPolitics Bill Slime is the perfect addition to the White House.\n\nDisgraceful....all of them.'
positive,@ABCPolitics When you fail at Fox you end up in the most corrupt @WhiteHouse administration in history.'
positive,@ABCPolitics Can some-one tell @POTUS very tremendous growth doesn\xe2\x8negative\x99t make sense or a sentence. Tax cuts for the wea\xe2\x8negative\xa6 https://t.co/gKoLXAad3H'
negative,"@ABCPolitics We need to ban the GMO\xe2\x8negative\x99s because other countries don\xe2\x8negative\x99t want our food, American food is toxic, our water supply is toxic'"
negative,"@ABCPolitics Why not if the situation was switched, you would up front and center calling for the same thing. Are y\xe2\x8negative\xa6 https://t.co/b8zbufXHsS'"
negative,@ABCPolitics Good for her. Since when has it been ok to party on someone else money anyways. That what almost all c\xe2\x8negative\xa6 https://t.co/xr3o7AfvXG'
negative,@ABCPolitics Nice to know they got some money back. Good job! Was this scheme Donald\xe2\x8negative\x99s idea?'
positive,@ABCPolitics Trump agreed to sell Russia another 2negative% of our uranium in exchange for donations to his private Trump\xe2\x8negative\xa6 https://t.co/FVsFokNdvX'
negative,"@ABCPolitics That bc IRS cares about hard working ppl money who are living pay check to pay check. Rather than, fra\xe2\x8negative\xa6 https://t.co/YUSFjvse9j'"
negative,"""@juadog @ABCPolitics Most of the Republican evangelical fascist party. They all's sold their shriveled souls and spine to Putin."""
positive,.@ABCPolitics IRS spent $2negative million on private debt collectors who ultimately collected just $6.7 million
positive,@ABCPolitics What a waste of money'
positive,@ABC @ABCPolitics He means when putin blows his dog whistle he will fall over himself to get on that plane. He does\xe2\x8negative\xa6 https://t.co/9DXCpositive6QSSt'
positive,@GovCorrupted @ABCPolitics This conversation is over.'
negative,@nonmaladjusted @ABCPolitics Good for Dems this is showing a quarter ahead of the miderms. October numbers will be telling.'
negative,@ABCPolitics Maybe he can remember their names and can at least provide some fake religious piousness. You can\xe2\x8negative\x99t even fake it.'
negative,@ABCPolitics The problem with dealing with a liar is EVERYTHING they EVER SAY AGAIN is suspect!'
positive,@ABCPolitics Based on what??? You are always way short on facts to support your blow hard statements.'
negative,"@ABCPolitics @realDonaldTrump Just like he """"Did Not"""" do all of the thousands of other things he has lied about Not Doing!'"""
positive,ABCPolitics How did they get defrauded? Are you finally admitting that the #Obama takeover of student loans was fr\xe2\x8negative\xa6 https://t.co/KAoomSGTNw'
negative,@jonlpetron @ABCPolitics Exactly. As I understand it
negative,@ABCPolitics How many influential Americans have the Russians bought? This has been a concerted attack over many years.'
negative,"""@ABCPolitics Doesn't matter - you guys will make something up"""
positive,@debhippach @ABCPolitics It\xe2\x8negative\x99s best to keep your hands to yourself'
positive,@ldannybrock @ABCPolitics Best growth since 2negativepositive4! Hmm \xfnegative\x9f\xa4\x94 who was president then? And economy growth is not worth all\xe2\x8negative\xa6 https://t.co/qFWZcn3negativeB4'
negative,"Trump knew about his son's meeting with the Russians in Trump Tower. His security cameras are everywhere. And Don J\xe2\x8negative\xa6 https://t.co/8ER7Sjp2VY"""""""
positive,@ABCPolitics There will be someone examining these remains for probability that they're American soldiers
negative,ABCPolitics Clinton and her media have officially circled the wagon ....... Russia-Russia-Russia-Russia.  \xfnegative\x9f\x98\x82\xfnegative\x9f\x98\x82\xfnegative\x9f\x98\x82\xfnegative\x9f\x98\x82\xfnegative\x9f\x98\x82\xfnegative\x9f\x98\x82'
positive,@ABCPolitics @ABC While I don\xe2\x8negative\x99t doubt that there may be living parents can we get a head count on all the parents t\xe2\x8negative\xa6 https://t.co/Rbivwan6cl'
negative,@ABCPolitics Plundering our wealth is the job of rich Americans!!!'
negative,"@ABCPolitics It\'s called "" climate change"".'"
positive,@ABCPolitics Who made it a federal crime to bad mouth laws?  I bet it was democrats :/ sadly they hate Free Speech.\xe2\x8negative\xa6 https://t.co/c7GlqYNe3p'
negative,"""@cnnbrk @CP24 @CBCNews @NBCNews @ABCPolitics @CBSNews @globalnews @chextv Why didn't the media demand that Obama ac\xe2\x8negative\xa6 https://t.co/WJxwcmtzLS"""
positive,"@ABCPolitics @traciemac_Bmore I so wish these stories would start out with ""Ms DeVos, who owns a $4negative mil yacht...""'"
negative,@ABCPolitics Thank you @SenatorMenendez for calling them out on their bullsh!t #25thAmendmentNow https://t.co/quEJcyIdEu'
positive,"@ABCPolitics There is a lot of hype, common for her. But will it be a dud?'"
positive,@ABCPolitics @ABC What exactly did Kim Jung-un &amp; President Trump agree to?'
negative,"""@Twitspice @ABCPolitics Obama approved regulations that put a choke hold on businesses for a start but if you aren'\xe2\x8negative\xa6 https://t.co/eEFvREHVZH"""
negative,"The terrorist who perpetrated the #Toronto attack, which resulted in the murders of two innocents and the wounding\xe2\x8negative\xa6 https://t.co/LgsVAOQfk8'"
positive,"""@lraitt Wasn't Rempell complaining just yesterday about your backroom boyz gettin' together without her to decide t\xe2\x8negative\xa6 https://t.co/tzixWpositivemth6"""
positive,"""@gmbutts Here's @gmbutts: Offloading costs on our kids and grandkids one giant deficit after another.  #cdnpoli"""
positive,@MorattiJ positive) Laying the groundwork for another leadership run after a Trudeau win in 2negativepositive9 \n2) Carving out an un-ign\xe2\x8negative\xa6 https://t.co/vXRTMuNZZz'
positive,Something wrong in the right wing mind that prevents them from caring about future generations. Corporate greed unl\xe2\x8negative\xa6 https://t.co/nJFLeXOFFD'
negative,WARMINGTON: Was Danforth attack terror
negative,"Trump, rob ford, and Doug ford. Jason kenney could be the next one. Just remember voters, who you vote for has a po\xe2\x8negative\xa6 https://t.co/aPXFNpositiveae74'"
positive,"""Vindictive and destructive""\nOne would think the feds would come out with such strong language on danforth shooting\xe2\x8negative\xa6 https://t.co/kkZVJcvzNJ'"
negative,#TransMountain pipeline expansion moves ahead with Enoch Cree blessing.\n\n#abpoli #cdnpoli \n\nhttps://t.co/RTeunA5ZQQ https://t.co/OnmRckTvq8'
negative,"You voted against pay equity. Maybe just shush now, Ms \xe2\x8negative\x9cGets The Job Done\xe2\x8negative\x9d. #cdnpoli https://t.co/KtVzw8reupositive'"
negative,Canada needs a broad government-led initiative to secure adequate income for seniors in later life. Read our Intel\xe2\x8negative\xa6 https://t.co/6ynegativeDuJXzDj'
negative,"\xe2\x8negative\x9cConservatives reveal themselves through their care for ordinary human beings, and their recognition of the fragili\xe2\x8negative\xa6 https://t.co/uNTyELRQBi'"
negative,"Before you judge asylum seekers, listen to their stories. OPINION: Nam Kiwanuka on what gets lost when we talk abou\xe2\x8negative\xa6 https://t.co/fi5JThGWpositivenegative'"
positive,"Says the guy whose government burned through a surplus within the first year, had to sell off GM shares to get an a\xe2\x8negative\xa6 https://t.co/kqRaaxsORk'"
positive,"""It's the window-dressing of issues that affect other's lives is what is so troubling about this. It's almost a mock\xe2\x8negative\xa6 https://t.co/olxlWOGW6e"""
positive,"""The federal government wants to hear from us on #pharmacare. Let's give them an earful so that we get this right! H\xe2\x8negative\xa6 https://t.co/vaIquuvS42"""
negative,I\xe2\x8negative\x99m sure Casey and McNeil can cough up some of their \xe2\x8negative\x9csurprise\xe2\x8negative\x9d hundreds of millions surplus to bring wage parity w\xe2\x8negative\xa6 https://t.co/ziAwWkE8jR'
positive,8negativenegative #IllegalImmigrants that are residing in two #Toronto college dorms until Aug 9 will be accommodated in hotels\xe2\x8negative\xa6 https://t.co/PMvPLkvbra'
negative,@AndreaHorwath is right calling Ford a dictator. People forget that Today\xe2\x8negative\x99s Conservatives/Reform/fascist believe in\xe2\x8negative\xa6 https://t.co/9Ii5hEfif'
positive,"""Some people can't afford summer - my new London Free Press column\nhttps://t.co/KDcbx6kiAm\n#LdnOnt #cdnpoli #summer\xe2\x8negative\xa6 https://t.co/Tlnegative9OpnzeL"""
negative,See us all DAMN let me explain I was going to insinuate that I had positive good leader in @JustinTrudeau but I live in Al\xe2\x8negative\xa6 https://t.co/kLN6iAzC46'
negative,I lost 2 family members to gun violence in a country that has banned firearms since positive973\n\nSo excuse me if I find th\xe2\x8negative\xa6 https://t.co/aqt6VPui5M'
negative,The biggest purveyor of terror is the Toronto Sun | https://t.co/UprxVF4VbK https://t.co/HJIujfhUeA via @AddThis\n#CDNPoli #ONPoli #CDNMedia'
positive,"#ICYMI: Brian Kingston (@bkingston) lays out a forward-looking global #trade strategy, focusing on market diversifi\xe2\x8negative\xa6 https://t.co/w3DCInJ8tN'"
positive,"What does this even mean? \n\n""The Trudeau government says it will do whatever it can to protect Torontonians from th\xe2\x8negative\xa6 https://t.co/jqHZGdcSYz'"
negative,@FriendsOScience @stirlingmg . . . and to ignore disreputable sources like @stirlingmg and her friends of nonsense.\xe2\x8negative\xa6 https://t.co/L6MRZfpMOA'
positive,And this is the problem with politicians wrapping themselves in issues where activists have done the work. They tak\xe2\x8negative\xa6 https://t.co/NsOO634Kj8'
negative,"""@TOAdamVaughan Please amplify the threat of bypassing the $positive3B directly to cities. It would really help PC's win a\xe2\x8negative\xa6 https://t.co/o4Abe9GXDT"""
negative,@FriendsOScience @stirlingmg People interested in knowing something about sea level rise are best advised to seek o\xe2\x8negative\xa6 https://t.co/opositiveuvAMUHTK'
positive,"""The federal government wants to hear from us on #pharmacare. Let's give them an earful so that we get this right! H\xe2\x8negative\xa6 https://t.co/VnQro5bZhT"""
negative,"""@JimWatsonOttawa @JustinTrudeau\nWhat are you doing to make sure Canadian workers don't end up like @amazon workers\xe2\x8negative\xa6 https://t.co/bP6vmv7zBy"""
negative,Ottawa could consider handgun ban in response to gun violence https://t.co/jwzKPWw9SN #hw #cdnpoli'
positive,"\xe2\x8negative\x9cThe ev\xc2\xadi\xc2\xaddence is re\xc2\xadally clear: You strengthen gun con\xc2\xadtrol, you tend to re\xc2\xadduce gun death and in\xc2\xadjury. You re\xc2\xadla\xe2\x8negative\xa6 https://t.co/5LOG2jvtSm'"
positive,"""Correct... all done under the direction of Hamish Marshall the same guy running Andrew Scheer's and the #CPC electi\xe2\x8negative\xa6 https://t.co/wHyUjxjZmv"""
positive,"Anyone w/ information about Lombray Ball is asked to contact police [4positive6-8negative8-52negativenegative], Crime Stoppers [4positive6-222-TIPS or\xe2\x8negative\xa6 https://t.co/CxXPbYVnegativeJ'"
negative,I can\xe2\x8negative\x99t understand what @C_Mulroney &amp; @celliottability see in this jerk. I thought they were smarter but I guess we\xe2\x8negative\xa6 https://t.co/negativeFXCyydeZo'
negative,There is a very active &amp; obvious Conservative movement in both countries to Suppress Women and their abilities . I\xe2\x8negative\xa6 https://t.co/WeVoNhB2n3'
positive,"""I support any gun restriction in Canada. Yes, I'd support the total ban of hand guns in all of Canada. No exemption\xe2\x8negative\xa6 https://t.co/fqqBbilfZV"""
positive,Well worth the read. #guncontrol #cdnpoli #onpoli https://t.co/QecrQDaUQP'
positive,"""We came here for freedom,\xe2\x8negative\x9dan unnamed community leader notes,\xe2\x8negative\x9cbut this is too much freedom\xe2\x8negative\x9d\nThis could be seen in m\xe2\x8negative\xa6 https://t.co/DM2M3XdxqY'"
negative,Hardly working for the middle class and those hoping to join it.\n\n\xfnegative\x9f\xa7\x9negative #cdnpoli #trudeau #MIA #surfsup\n@JustinTrudeau\xe2\x8negative\xa6 https://t.co/fesEqSFVkf'
positive,"""While Doug Ford's action may be directed at the city of Toronto, his constitutional powers are shared by his counte\xe2\x8negative\xa6 https://t.co/EOPOOIzBDI"""
positive,"PET ultimately didn't use the powers because he felt they should really only be used if the proposed legislation ri\xe2\x8negative\xa6 https://t.co/bn7h2qHrmt"""
negative,@Picard_M_Maker Now who has access to money &amp; is pushing for Far Right Govts everywhere?\nHarper is in control of\xe2\x8negative\xa6 https://t.co/y3fRYRM9WU'
negative,".@MichelleRempel would you have referred to the 9negative7 Jewish refugees onboard the St. Louis as ""illegal border crosse\xe2\x8negative\xa6 https://t.co/csnegativevaruOBa'"
negative,The new mayor will outfit all anti muslim protesters with bathing suits and bath towels....\nin other news ... holy\xe2\x8negative\xa6 https://t.co/FaAij9ZPpositive9'
positive,IWK chief of pediatrics discusses the harm edible cannabis can have on children https://t.co/Cc3kv8TcVr #ns #cdnpoli'
positive,My weekend @LooniePolitics column: MP casework is a brewing crisis https://t.co/KqeF9fNEfpositive #cdnpoli'
positive,@VoiceOfFranky Gotta wonder how the actions of the Tinpot Dictator in Ontario will impact the federal election! \n\n#onpoli #cdnpoli'
negative,Having been there during amalgamation you see lots of services overlooked for some smaller former independent munic\xe2\x8negative\xa6 https://t.co/x8VUKjtNRd'
negative,"Here is everything we know about the Danforth shooter, both confirmed and unconfirmed accounts, including reports t\xe2\x8negative\xa6 https://t.co/mux7xDh9pt'"
positive,"I\'d give this an alternative title: ""All the reasons why we don\'t have the public services we need\xe2\x8negative\x94but could"". I th\xe2\x8negative\xa6 https://t.co/Omc3positivesBB9L'"
positive,"Without a hint of irony, @gmbutts criticises offloading costs to future generations, just as the government  he and\xe2\x8negative\xa6 https://t.co/LL8oxu2wBw'"
negative,"Canada-wide ban would cause government to completely lose control of handguns as new smuggling channels from U.S.,\xe2\x8negative\xa6 https://t.co/AG9JLQHTFi'"
positive,"Dear Lee Camp, what abt the ""myth"" that regjme change wars r coz US luvs the people of nations it  bombs?  Shldn\'t\xe2\x8negative\xa6 https://t.co/sStbvyiXpositiveW'"
negative,@nspector4 @jjhorgan Add to that @JustinTrudeau\xe2\x8negative\x99s decision NOT to outright ban foreign funding in Bill C-76 from Ca\xe2\x8negative\xa6 https://t.co/3pTIL8ELyq'
negative,@cathmckenna @mattgallowaycbc @metromorning We elected @fordnation in large part for his commitment to kill the car\xe2\x8negative\xa6 https://t.co/76OerSppositiveuL'
positive,@aradwanski @MuskokaMoneybag The CON Party Overlords who provide the policies / directions &amp; oversee the backrooms\xe2\x8negative\xa6 https://t.co/ctY8oDwIMY'
negative,"\xe2\x8negative\x9cYou don\xe2\x8negative\x99t cancel elections where your political rival was running for an office, just because your political rival\xe2\x8negative\xa6 https://t.co/acK5trhkB8'"
positive,"""@jamesbezan Canada is an original signatory! \xfnegative\x9f\x98\x82\nOOPS\nThe charter protects 'persons' not just 'citizens'.\nOOPS\xe2\x8negative\xa6 https://t.co/hMmwEbLffv"""
positive,"@JohnnieOil @nationalpost The most important tough question to ask is this, ""Does access to firearms kill?""\nThe ans\xe2\x8negative\xa6 https://t.co/mXKPA32Ymi'"
positive,Republican Christine Todd Whitman issues scathing rebuke of her party -- demands GOP act on Trump\xe2\x8negative\xa6 https://t.co/2JCWYmERfR'
negative,@chriscaple @chuddlespositivepositive @JohnTory @m_layton What shocked me in this statement is that @John Tory used the male tact\xe2\x8negative\xa6 https://t.co/DjlZ67disN'
positive,"""More than a million Canadian children (that's positive in 7 kids) are living in poverty, bereft of adequate nutrition and\xe2\x8negative\xa6 https://t.co/hbqe9WpositivexXH"""
negative,Fascinating depiction of immigration patterns. See 2negativenegative Years of Immigration in the United States as a Graphic of a\xe2\x8negative\xa6 https://t.co/iBcq7XKPtw'
positive,"""At the end of the day, Torontonians are Canadians too, and the Canadian government has a responsibility to protect\xe2\x8negative\xa6 https://t.co/Ib7WUQcaK5'"
positive,"Yes, a Toronto mayoral candidate is an anti-immigration ""critic"" who lives off feeding &amp; inciting white supremacist\xe2\x8negative\xa6 https://t.co/negativeJpositivehwJGsK'"
positive,"What comes to mind when #cdnpoli-ticians tweet stuff that Canadians are very interested in, but don\xe2\x8negative\x99t provide a sup\xe2\x8negative\xa6 https://t.co/Tncrqvj53s'"
negative,"""Has @JustinTrudeau issued any kind of statement regarding the #DanforthShooting? I haven't heard anything, I'm curi\xe2\x8negative\xa6 https://t.co/3OnNFRLFXl"""
positive,"""You don\'t need to read the Manitoba government\'s legal opinion cited by Turcotte in the Pembina news release to kn\xe2\x8negative\xa6 https://t.co/iqBHOX68kF'"
negative,"""Evidently some women have a problem with things like #PayEquity and #EndingViolenceAgainstWomen ? \nI don't know but\xe2\x8negative\xa6 https://t.co/3G3MVGn7Ox"""
negative,\xe2\x8negative\x9cBut it\xe2\x8negative\x99s the Canadian government that might deserve the award for being the world\xe2\x8negative\x99s biggest carbon dioxide hypocri\xe2\x8negative\xa6 https://t.co/QRpositiveTvIskiG'
positive,"""@SimaDini @lindaws ALL messages are communicated with language There are lies imposed as truths in names We're in t\xe2\x8negative\xa6 https://t.co/CVicmL7negativeei"""
negative,eautiful luncheon with the power women of #Mississauga! @StellaAmbler @karenras @suemcfadden @ninatangri\xe2\x8negative\xa6 https://t.co/neoHWqxLCo'
positive,@trapdinawrpool FPTP worked because leaders had the sense to keep thr powers in check. PC/CPC have thrown that out\xe2\x8negative\xa6 https://t.co/P6hYJ7NIXR'
positive,"""Trump has broken every single agreement he's been part of. \n\nTrump wants to pull out of the WTO.\n\nCons continue to\xe2\x8negative\xa6 https://t.co/3MOpositiveBGmhnA"""
positive,The sitting federal government is working against your best interests \n#cdnpoli https://t.co/negativevB8bfYcxt'
positive,ncredible event!  This lady has support!  @StellaAmbler I look forward to seeing you back in Ottawa next year!\xe2\x8negative\xa6 https://t.co/3uvWPtF4fp'
positive,"""if we want to make politics more diverse and more effective...we need to create wider pathways to public service s\xe2\x8negative\xa6 https://t.co/joR3LujyhL'"
positive,"""@MichelleRempel @YouTube While I agree that irregular border crossing has increased, I don't believe this constitut\xe2\x8negative\xa6 https://t.co/8uNaQNeG8k"""
positive,"@DEVIL_in_daSKYZ Patriarchy invented hu +man to include man, male, and (wo) +man not-male. Hu &amp; wo do NOT change ma\xe2\x8negative\xa6 https://t.co/HQFnegativePooeOV'"
positive,Canada and Mexico prepare to return to the NAFTA table https://t.co/vjFEnegativeCDWSc #hw #cdnpoli'
positive,@jamesbezan Dear James. Maybe your party should actually have a cohesive immigration policy that you all agree on b\xe2\x8negative\xa6 https://t.co/49negativeAkPBaZU'
positive,"Kinda like growing our national debt, no? #cdnpoli https://t.co/PFigmUuNXO'"
positive,More important finding: \xe2\x8negative\x9cSupport for the federal carbon tax sits at 45 per cent. This ... represents a significant\xe2\x8negative\xa6 https://t.co/2SJsamJMFY'
positive,"The address for every city owned building in Toronto will be  changed to positive4, and, the new mayor will invest in stem\xe2\x8negative\xa6 https://t.co/negativeBtvEaXXA9'"
positive,@cafreeland \nIs the fate of Palestinians ever keeping you awake at night? The silence of our Canadian government is\xe2\x8negative\xa6 https://t.co/jRjg2MpositiveWI7'
positive,Noteworthy for Provincial politicians who want to intervene on municipal issues - we have a clear division of power\xe2\x8negative\xa6 https://t.co/bcpNMkQKr3'
negative,"Trudeau is more concerned about Toronto slashing councillors by 45%, than the attack on Danforth. \n#Toronto #TOpoli\xe2\x8negative\xa6 https://t.co/aVpWXtuolh'"
positive,"Sounds more like your fiscal largess Mr. Butts. Can't wait for the next federal election when Canadians show you wh\xe2\x8negative\xa6 https://t.co/6BLgCaHpositiveIq"""""""
negative,What governments spend on refugees is less important than how they spend it https://t.co/Vp2b4bqDnegativeA #cdnpoli\xe2\x8negative\xa6 https://t.co/H8negativechyLdrT'
positive,"""@jamesbezan Small business tax rate has been reduced.\n\nYou haven't stopped lying.\n\nEmbarrassing that a \xfnegative\x9f\x87\xa8\xfnegative\x9f\x87\xa6 MP lies t\xe2\x8negative\xa6 https://t.co/mlbv5W2xoK"""
positive,"@SimaDini @JustinTrudeau @CBCToronto @CBCNews @TheTorontoSun You did not refute ""Being man in reality entails ONLY\xe2\x8negative\xa6 https://t.co/bGGV52cpDW'"
negative,#Charities are supposed to push for change. The cap on political activity made no sense\nhttps://t.co/WxLHlEiOeF\xe2\x8negative\xa6 https://t.co/cBkWeyVwjR'
positive,"Please be reassured @fordnation, we DID elect you to make Government more efficient AND to reduce its size.\xe2\x8negative\xa6 https://t.co/A9kQj5PJzn'"
positive,MP casework is a brewing crisis https://t.co/IpositivekXMcpZknegative #cdnpoli'
negative,CBCPolitics Stay out of our province...you have no rights here...we want nothing to do with you...#cdnpoli #ONpoli'
positive,All sporting events in the city will drop the national anthem in favour of the theme from the Adams Family #topoli\xe2\x8negative\xa6 https://t.co/R2EMgUcZSy'
positive,The new mayor will issue a proclamation for the CN Tower to receive a makeover which will resemble the eye of Sauro\xe2\x8negative\xa6 https://t.co/WhMKWyYDw9'
positive,Toronto will move squarely into the modern era by paying the mayor in bitcoin ... the Canadian dollar will continue\xe2\x8negative\xa6 https://t.co/PhiXbQTHS5'
positive,Infrastructure projects and decisions on budget and investments will be based on memes.... financial analysis and p\xe2\x8negative\xa6 https://t.co/E2qhpdHqQa'
positive,Members of @CPC_HQ will receive their daily \xe2\x8negative\x9cSharia Law on the ground with ISIS\xe2\x8negative\x9d briefings from the mayor\xe2\x8negative\x99s office\xe2\x8negative\xa6 https://t.co/ipositivebGDd4EzJ'
positive,Shitbird will be the poster child how low intellect can be overcome by being a caring christian focusing solely on\xe2\x8negative\xa6 https://t.co/HHHOP6positivepositiveeS'
negative,"@liberal_party is starting with a surplus, then you read this: https://t.co/ruagH5negative7SD #onpoli #cdnpoli #military'"
negative,Toronto will save money on street lights.... faith will make tiki torches great again #topoli #onpoli #cdnpoli https://t.co/HGgWWtD9YX'
negative,@VICE will become the go to source of insight and relief for all us non faith types who have a functioning brain st\xe2\x8negative\xa6 https://t.co/SO4ScWTmck'
negative,"""Saskatchewan, Ontario have no constitutional case against Ottawa's carbon tax, only a political strategy. #cdnpoli\xe2\x8negative\xa6 https://t.co/iKidEjM7Ns"""
negative,\xe2\x8negative\x9cAn #altright commentator could run one of the most #multicultural and ethnically diverse cities on the planet\xe2\x8negative\x9d\xe2\x8negative\xa6 https://t.co/UkIGvRsCfT'
positive,"""@MikeMkessler @basicallybill @JustinTrudeau I kind of agree to some of what you're saying, I just want a better sys\xe2\x8negative\xa6 https://t.co/sCkpkP3e2negative"""
positive,@gmbutts Not sure why you\xe2\x8negative\x99re taking holidays?!? You\xe2\x8negative\x99re going to have a lot of time on your hands for vacations come\xe2\x8negative\xa6 https://t.co/N6hmSjwTaH'
negative,"Thread: Being an eternal optimist, time to share all the positive outcomes from #faithgoldy (lower case intentional\xe2\x8negative\xa6 https://t.co/HsepOsc7positivex'"
positive,@Paola_Decpositive23positive One of these economies is on fire the other is about to go up in flames. @JustinTrudeau is in way ov\xe2\x8negative\xa6 https://t.co/wbKajCUspositiveh'
negative,\xe2\x8negative\x9cThat\xe2\x8negative\x99s actually a brilliant idea: a price on carbon that lowers fossil-fuel consumption and encourages efficiencie\xe2\x8negative\xa6 https://t.co/2WVzm8NLu4'
positive,"""How much damage to Ontario's economy &amp; #environment will Doug Ford induce?\n\nWhen will @FordNation begin attacking u\xe2\x8negative\xa6 https://t.co/psfynegativeaypw8"""
positive,#TOpoli city/Town government  is a creature of the province ! in THE BNA ACT  there is only Provincial &amp; Federal  g\xe2\x8negative\xa6 https://t.co/PDrkG8EfCx'
negative,#toronto next #jihadist #torontoshooting coming to you soon. Already looking for a gun this #ISIS terrorist we rele\xe2\x8negative\xa6 https://t.co/W7rDSdgDJk'
positive,#ubc prof MaxCameron says the #prorep referendum is a once in a generation chance to adopt a system that will enhan\xe2\x8negative\xa6 https://t.co/wBVAcmAopositive7'
negative,@manny_ottawa @JustinTrudeau Astounding! The Prime Minister of Canada blocking communication access of a Canadian (\xe2\x8negative\xa6 https://t.co/t8qhhz6Ckh'
positive,"Yes, I discussed @stephenharper importing @GOP politics into @Canada in 2negativepositivepositive before #Elxn4positive.\n\nHarper mainstreamed\xe2\x8negative\xa6 https://t.co/do4ElBnJIO'"
positive,if michelle rempel is so unwilling or afraid to engage in public discourse why did she run for a public office cent\xe2\x8negative\xa6 https://t.co/Wt2QtFINjm'
negative,"""As @Fordnation toots @OntarioPCParty's horn on $25M *savings* by erasing democracy in #Toronto, how much will legal\xe2\x8negative\xa6 https://t.co/kcNl9zFfMO"""
negative,@CBCNews @trevorjdunn Police get called for people under positive8 for misbehaviour quite often. It does not have to mean\xe2\x8negative\xa6 https://t.co/naia2kCcn8'
positive,"""Post-truth conservatism will destroy Ontario's economy and environment.\n\nPolitics over science &amp; Canada is a formul\xe2\x8negative\xa6 https://t.co/JRiyHvQyIA"""
negative,I pointed this out weeks ago to #cdnpoli meanwhile the #CPC continue attacking our gov and trying to undermine NAFT\xe2\x8negative\xa6 https://t.co/zz5V8HZEcQ'
positive,"""If goverment wants to foster sustained long-term economic growth, it's time to invest in Citizens &amp; start sending p\xe2\x8negative\xa6 https://t.co/NsTnegativePll4TA"""
negative,"""The only people complaining about @fordnation 's councillor cutbacks are the media and the councillors themselves.\xe2\x8negative\xa6 https://t.co/a4IkGRypositivesQ"""
negative,@JustinTrudeau I want proportional representation. #cdnpoli #onpoli I voted for it and this is a broken promise tha\xe2\x8negative\xa6 https://t.co/oyAmsDz6tr'
positive,Any politician who shrinks government is positivenegativenegative% on the right track. Where can we find 9 more just like him. #ontpoli\xe2\x8negative\xa6 https://t.co/hYW67bULPH'
negative,"""Stop lying.\n#Trudeau's open border is facilitating #HumanTrafficking.\n\n#TrudeauMustGo\n#Canada\n#cdnpoli\n@POTUS https://t.co/M2nGULJXNA"""
negative,"""Ontarians: better take a look at what's happening #cdnpoli #onpoli"""
positive,#BigOil is spewing $$$ &amp; greasing politicians to obfuscate #Climate science and impacts on our Economy &amp; environmen\xe2\x8negative\xa6 https://t.co/S2xJ4dz2yO'
positive,Our summer weekend runway alternation program starts today. Learn more about how we are testing new ways to manage\xe2\x8negative\xa6 https://t.co/FXSxSeiPXy'
negative,@minogaamokwe Did Faith know about the planned attack in #Charlottesville so she could videotape it for her social\xe2\x8negative\xa6 https://t.co/X5SFN7zsg'
negative,"""This person can't even stay on topic for even one tweet. She takes issue with goldy being called a nazi (she is a n\xe2\x8negative\xa6 https://t.co/positivewomrVN5onegative"""
positive,"#ClimateChange is not going off a cliff, it is like walking out into a minefield... you reverse course and get off\xe2\x8negative\xa6 https://t.co/PHpositivePOioQYJ'"
positive,"#cdnpoli wow the feds want to ""work around"" the province of ontario.  Ignoring different levels of government to do\xe2\x8negative\xa6 https://t.co/pYPST6mz4R'"
